sale_id,date,product_id,customer_id,quantity,unit_price,sales_amount
SALE20240208,2024-08-15,P04,C02,12,69.52,753.37
SALE20240209,2024-10-05,P06,C03,2,28.83,58.29
SALE20240210,2024-03-03,P04,C01,7,68.91,491.29
SALE20240211,2024-01-11,P01,C03,8,51.42,439.02
SALE20240212,2024-04-15,P01,C05,7,51.55,355.98
SALE20240213,2024-04-29,P03,C02,20,76.65,1332.84
SALE20240214,2024-03-15,P02,C05,9,50.45,500.71
SALE20240215,2024-01-14,P02,C01,12,51.12,666.54
SALE20240216,2024-06-14,P01,C02,9,51.20,409.63
SALE20240217,2024-09-26,P01,C06,3,51.38,149.26
SALE20240218,2024-09-19,P05,C01,15,33.84,486.37
SALE20240219,2024-01-23,P06,C06,17,30.18,485.68
SALE20240220,2024-01-16,P01,C04,13,48.03,640.29
SALE20240221,2024-12-30,P04,C01,3,65.85,197.47
SALE20240222,2024-03-05,P03,C05,19,72.71,1419.60
SALE20240223,2024-11-01,P05,C03,15,32.17,486.54
SALE20240224,2024-12-25,P01,C06,18,48.57,939.56
SALE20240225,2024-08-19,P02,C04,11,51.97,615.32
SALE20240226,2024-02-18,P03,C04,11,73.07,840.88
SALE20240227,2024-03-19,P06,C04,3,28.52,81.95
SALE20240228,2024-08-09,P01,C06,12,50.27,637.28
SALE20240229,2024-10-27,P05,C05,11,32.11,368.52
SALE20240230,2024-12-06,P04,C06,2,68.94,149.29
SALE20240231,2024-06-29,P01,C05,17,50.77,801.01
SALE20240232,2024-04-24,P01,C03,18,51.30,875.99
SALE20240233,2024-10-20,P02,C04,18,54.17,1034.69
SALE20240234,2024-11-10,P06,C06,18,31.03,484.76
SALE20240235,2024-12-21,P03,C01,6,75.94,423.87
SALE20240236,2024-06-22,P03,C01,6,74.49,476.84
SALE20240237,2024-07-24,P01,C02,1,50.14,45.91
SALE20240238,2024-07-11,P04,C04,11,66.96,699.31
SALE20240239,2024-06-15,P05,C05,3,31.28,104.65
SALE20240240,2024-11-12,P01,C06,3,50.80,143.13
SALE20240241,2024-09-05,P05,C04,14,33.23,433.02
SALE20240242,2024-02-28,P03,C04,4,75.32,283.17
SALE20240243,2024-09-06,P05,C06,10,32.06,294.54
SALE20240244,2024-11-02,P01,C01,7,48.55,336.03
SALE20240245,2024-03-11,P03,C03,11,73.98,752.13
SALE20240246,2024-08-08,P02,C02,13,51.08,686.95
SALE20240247,2024-10-13,P06,C03,3,30.47,87.41
SALE20240248,2024-08-11,P01,C04,3,50.37,160.83
SALE20240249,2024-10-20,P04,C06,14,67.60,915.28
SALE20240250,2024-06-15,P02,C05,15,54.70,839.79
SALE20240251,2024-02-15,P04,C01,8,67.57,538.98
SALE20240252,2024-02-10,P04,C03,11,70.15,708.94
SALE20240253,2024-02-09,P05,C06,4,31.41,130.39
SALE20240254,2024-06-27,P03,C06,5,71.38,350.48
SALE20240255,2024-04-11,P02,C05,5,53.32,276.16
SALE20240256,2024-03-31,P06,C04,15,30.52,468.96
SALE20240257,2024-08-17,P06,C05,20,31.15,573.96
SALE20240258,2024-06-10,P02,C04,3,53.19,156.52
SALE20240259,2024-05-20,P05,C01,12,31.79,389.37
SALE20240260,2024-08-19,P01,C01,12,47.87,639.68
SALE20240261,2024-02-16,P05,C05,17,32.66,538.07
SALE20240262,2024-01-22,P04,C05,7,68.08,460.70
SALE20240263,2024-03-18,P01,C04,4,51.68,212.40
SALE20240264,2024-12-31,P01,C05,6,51.03,272.29
SALE20240265,2024-08-12,P05,C05,20,31.99,603.77
SALE20240266,2024-05-24,P04,C04,11,65.19,777.61
SALE20240267,2024-11-19,P06,C03,3,29.92,86.21
SALE20240268,2024-07-16,P03,C03,20,72.77,1590.49
SALE20240269,2024-10-25,P06,C02,12,30.21,343.45
SALE20240270,2024-12-05,P04,C02,20,65.42,1422.01
SALE20240271,2024-10-13,P04,C06,11,69.41,797.77
SALE20240272,2024-12-16,P05,C01,14,30.84,454.37
SALE20240273,2024-06-07,P02,C02,11,52.43,629.21
SALE20240274,2024-04-25,P02,C02,3,54.01,151.07
SALE20240275,2024-09-16,P05,C06,17,31.87,499.88
SALE20240276,2024-11-12,P02,C05,13,50.82,635.31
SALE20240277,2024-12-20,P05,C02,15,31.96,441.65
SALE20240278,2024-05-01,P04,C05,10,70.19,716.95
SALE20240279,2024-04-29,P05,C02,10,33.32,354.17
SALE20240280,2024-04-09,P03,C06,19,73.72,1542.22
SALE20240281,2024-05-24,P04,C05,17,65.94,1141.38
SALE20240282,2024-04-12,P05,C02,9,32.34,265.48
SALE20240283,2024-07-09,P05,C01,17,31.70,589.48
SALE20240284,2024-03-23,P03,C04,17,73.54,1169.27
SALE20240285,2024-04-23,P04,C03,1,67.54,67.09
SALE20240286,2024-07-10,P02,C04,3,50.02,153.56
SALE20240287,2024-02-20,P06,C06,11,28.67,346.32
SALE20240288,2024-05-26,P04,C06,5,68.04,358.92
SALE20240289,2024-11-11,P01,C01,1,51.66,47.55
SALE20240290,2024-10-07,P06,C05,17,30.57,497.99
SALE20240291,2024-05-01,P03,C01,2,75.03,140.26
SALE20240292,2024-11-14,P04,C01,4,68.25,291.38
SALE20240293,2024-10-01,P01,C06,17,51.08,862.59
SALE20240294,2024-05-29,P04,C01,20,68.73,1324.82
SALE20240295,2024-04-05,P06,C06,3,29.34,89.67
SALE20240296,2024-09-26,P05,C05,17,32.05,556.77
SALE20240297,2024-08-28,P01,C06,13,48.76,712.39
SALE20240298,2024-01-09,P03,C01,12,75.16,842.02
SALE20240299,2024-02-23,P05,C06,11,31.92,330.27
SALE20240300,2024-06-22,P06,C02,15,29.69,489.16
SALE20240301,2024-04-03,P02,C01,15,50.93,714.57
SALE20240302,2024-04-12,P01,C03,10,52.44,501.44
SALE20240303,2024-10-05,P04,C03,2,66.14,143.41
SALE20240304,2024-07-01,P01,C06,11,51.49,524.95
SALE20240305,2024-08-11,P04,C06,15,67.48,1104.55
SALE20240306,2024-04-05,P04,C06,16,70.28,1063.03
SALE20240307,2024-05-16,P01,C06,14,50.50,640.92
SALE20240308,2024-04-02,P05,C03,11,31.84,328.07
SALE20240309,2024-05-31,P03,C04,20,71.53,1544.43
SALE20240310,2024-08-15,P03,C04,2,77.05,154.71
SALE20240311,2024-11-10,P04,C03,2,69.19,124.90
SALE20240312,2024-07-05,P05,C06,6,31.24,212.00
SALE20240313,2024-11-07,P06,C04,2,28.96,55.05
SALE20240314,2024-11-26,P03,C03,13,70.54,1048.48
SALE20240315,2024-03-19,P06,C04,12,30.53,347.86
SALE20240316,2024-10-20,P02,C05,12,53.29,617.15
SALE20240317,2024-05-07,P01,C01,6,49.43,299.88
SALE20240318,2024-10-14,P01,C03,9,48.56,468.27
SALE20240319,2024-11-09,P03,C06,16,71.30,1113.00
SALE20240320,2024-02-07,P04,C02,15,70.37,1125.56
SALE20240321,2024-06-12,P06,C03,3,29.13,90.14
SALE20240322,2024-06-02,P02,C06,6,52.55,333.50
SALE20240323,2024-03-03,P02,C02,8,50.01,444.39
SALE20240324,2024-10-10,P05,C03,15,32.57,515.52
SALE20240325,2024-11-09,P01,C01,10,51.07,489.72
SALE20240326,2024-09-02,P05,C04,14,31.02,482.93
SALE20240327,2024-06-11,P06,C01,15,29.80,443.20
SALE20240328,2024-03-06,P05,C06,19,33.91,576.44
SALE20240329,2024-08-09,P05,C01,4,31.77,130.07
SALE20240330,2024-03-23,P03,C06,8,77.26,573.77
SALE20240331,2024-05-25,P01,C03,7,50.24,359.38
SALE20240332,2024-03-05,P06,C03,20,29.76,598.98
SALE20240333,2024-03-27,P05,C05,5,32.80,151.35
SALE20240334,2024-11-05,P03,C05,2,70.51,157.63
SALE20240335,2024-01-24,P06,C05,9,30.54,275.84
SALE20240336,2024-08-01,P05,C06,1,32.81,32.39
SALE20240337,2024-05-28,P06,C03,16,30.66,451.71
SALE20240338,2024-07-26,P03,C04,3,71.47,230.37
SALE20240339,2024-07-31,P04,C04,7,65.82,462.48
SALE20240340,2024-06-12,P06,C03,13,29.36,358.19
SALE20240341,2024-10-14,P01,C03,8,48.83,397.24
SALE20240342,2024-05-06,P02,C01,2,51.89,100.59
SALE20240343,2024-11-11,P04,C02,6,71.21,435.17
SALE20240344,2024-06-09,P02,C02,16,52.33,923.32
SALE20240345,2024-06-06,P04,C01,3,68.29,222.98
SALE20240346,2024-05-03,P02,C05,12,51.35,573.13
SALE20240347,2024-11-01,P06,C06,16,28.29,455.60
SALE20240348,2024-02-25,P04,C02,9,70.05,642.20
SALE20240349,2024-07-06,P01,C04,2,48.46,101.39
SALE20240350,2024-10-10,P03,C01,13,75.96,962.82
SALE20240351,2024-05-23,P05,C06,20,33.94,598.60
SALE20240352,2024-07-20,P03,C03,18,75.89,1448.94
SALE20240353,2024-04-11,P05,C05,13,30.93,421.21
SALE20240354,2024-03-11,P06,C03,16,28.71,477.84
SALE20240355,2024-09-20,P02,C03,20,51.94,1011.89
SALE20240356,2024-11-11,P06,C03,19,30.73,546.75
SALE20240357,2024-09-29,P04,C06,19,70.40,1244.83
SALE20240358,2024-07-07,P03,C06,4,74.62,324.41
SALE20240359,2024-12-18,P06,C01,20,31.14,591.98
SALE20240360,2024-10-23,P05,C02,2,31.33,65.88
SALE20240361,2024-11-18,P06,C05,13,30.29,359.51
SALE20240362,2024-01-17,P05,C06,4,32.21,121.59
SALE20240363,2024-08-02,P02,C04,7,53.94,360.91
SALE20240364,2024-08-29,P06,C06,2,29.81,61.95
SALE20240365,2024-10-14,P03,C06,16,72.62,1190.03
SALE20240366,2024-03-29,P04,C05,11,69.45,757.70
SALE20240367,2024-12-14,P06,C06,9,28.83,273.64
SALE20240368,2024-05-06,P03,C05,10,77.50,699.28
SALE20240369,2024-06-01,P03,C06,7,73.92,537.71
SALE20240370,2024-09-02,P03,C05,9,74.54,637.73
SALE20240371,2024-10-05,P04,C04,12,70.33,893.46
SALE20240372,2024-05-28,P01,C03,3,49.70,145.36
SALE20240373,2024-05-11,P06,C04,7,29.86,195.84
SALE20240374,2024-10-14,P06,C03,5,30.47,137.12
SALE20240375,2024-05-02,P02,C01,17,51.10,843.53
SALE20240376,2024-02-21,P04,C03,16,70.10,1004.76
SALE20240377,2024-01-03,P05,C02,14,33.63,467.47
SALE20240378,2024-08-31,P04,C06,7,66.80,502.20
SALE20240379,2024-05-26,P06,C01,3,28.95,91.97
SALE20240380,2024-01-20,P02,C04,6,50.07,342.34
SALE20240381,2024-07-22,P04,C02,10,64.90,733.93
SALE20240382,2024-10-17,P05,C01,11,33.98,341.04
SALE20240383,2024-10-05,P05,C04,5,32.30,173.37
SALE20240384,2024-04-08,P01,C03,6,50.73,313.80
SALE20240385,2024-04-05,P01,C06,11,50.33,581.87
SALE20240386,2024-04-08,P02,C05,13,52.58,727.13
SALE20240387,2024-02-14,P04,C06,4,65.80,255.79
SALE20240388,2024-06-14,P02,C01,9,52.22,461.50
SALE20240389,2024-05-16,P03,C03,19,70.38,1468.67
SALE20240390,2024-11-30,P03,C06,8,71.17,540.16
SALE20240391,2024-06-06,P02,C04,17,54.54,968.02
SALE20240392,2024-06-08,P06,C01,10,28.92,289.62
SALE20240393,2024-03-09,P04,C02,15,68.97,1074.47
SALE20240394,2024-07-31,P06,C05,16,30.65,500.50
SALE20240395,2024-04-21,P02,C06,20,50.30,1128.36
SALE20240396,2024-08-16,P05,C06,12,32.61,355.99
SALE20240397,2024-02-01,P05,C05,7,31.27,230.10
SALE20240398,2024-06-16,P05,C04,4,33.10,134.27
SALE20240399,2024-09-07,P01,C05,15,49.76,796.14
SALE20240400,2024-09-19,P04,C04,19,67.99,1182.05
SALE20240401,2024-06-06,P06,C01,13,28.27,367.76
SALE20240402,2024-04-21,P05,C01,2,33.05,63.81
SALE20240403,2024-10-04,P01,C01,16,49.53,724.93
SALE20240404,2024-03-10,P06,C06,14,30.91,406.04
SALE20240405,2024-08-17,P04,C04,3,69.35,212.23
SALE20240406,2024-10-03,P02,C06,12,55.09,581.95
SALE20240407,2024-07-20,P05,C02,8,33.23,276.56
SALE20240408,2024-06-01,P04,C06,18,67.43,1209.86
SALE20240409,2024-04-27,P02,C04,12,50.86,586.55
SALE20240410,2024-02-27,P01,C06,14,52.17,715.95
SALE20240411,2024-01-09,P02,C02,3,50.05,144.93
SALE20240412,2024-11-02,P06,C06,2,28.39,56.46
SALE20240413,2024-08-12,P02,C05,7,53.95,386.20
SALE20240414,2024-03-12,P05,C03,8,33.15,275.57
SALE20240415,2024-06-12,P05,C05,11,33.62,337.65
SALE20240416,2024-12-04,P05,C02,14,30.98,435.50
SALE20240417,2024-10-29,P06,C02,14,28.40,421.15
SALE20240418,2024-06-25,P06,C06,13,29.21,408.86
SALE20240419,2024-08-01,P04,C02,10,69.99,665.64
SALE20240420,2024-08-30,P02,C02,10,50.63,562.54
SALE20240421,2024-08-25,P01,C05,14,50.28,765.34
SALE20240422,2024-03-09,P04,C02,9,69.25,577.80
SALE20240423,2024-08-18,P03,C01,18,71.71,1391.83
SALE20240424,2024-05-17,P04,C06,20,70.80,1393.10
SALE20240425,2024-04-06,P05,C06,18,31.46,550.19
SALE20240426,2024-06-19,P03,C01,7,77.42,563.29
SALE20240427,2024-03-01,P06,C04,8,30.36,247.31
SALE20240428,2024-07-22,P02,C05,11,51.87,609.32
SALE20240429,2024-09-30,P06,C03,10,29.79,283.31
SALE20240430,2024-09-11,P04,C01,16,67.02,1149.14
SALE20240431,2024-04-14,P03,C03,14,76.69,941.87
SALE20240432,2024-03-15,P01,C03,18,50.39,978.06
SALE20240433,2024-08-01,P03,C02,7,73.11,500.37
SALE20240434,2024-05-05,P04,C05,11,70.44,714.31
SALE20240435,2024-11-24,P06,C04,15,30.63,416.64
SALE20240436,2024-03-27,P02,C06,18,54.69,942.79
SALE20240437,2024-10-04,P06,C01,17,30.78,458.60
SALE20240438,2024-12-08,P01,C01,14,50.64,649.12
SALE20240439,2024-02-04,P06,C02,1,29.62,28.08
SALE20240440,2024-01-31,P05,C06,20,32.92,701.49
SALE20240441,2024-01-09,P01,C05,18,47.57,883.86
SALE20240442,2024-05-20,P05,C03,1,33.04,32.41
SALE20240443,2024-08-08,P02,C01,4,51.14,211.02
SALE20240444,2024-11-13,P05,C03,12,32.07,370.71
SALE20240445,2024-07-10,P04,C04,19,69.60,1230.15
SALE20240446,2024-06-02,P06,C01,2,29.39,54.66
SALE20240447,2024-10-09,P04,C01,1,65.40,71.02
SALE20240448,2024-08-10,P06,C03,19,31.16,619.21
SALE20240449,2024-09-27,P01,C02,7,50.95,378.01
SALE20240450,2024-10-17,P04,C03,2,69.51,148.08
SALE20240451,2024-05-23,P05,C05,2,33.54,60.64
SALE20240452,2024-01-09,P02,C05,5,53.62,275.74
SALE20240453,2024-07-22,P01,C03,6,50.32,303.78
SALE20240454,2024-07-18,P06,C05,11,30.46,319.65
SALE20240455,2024-12-18,P06,C01,17,29.29,530.58
SALE20240456,2024-02-20,P04,C02,3,70.09,198.22
SALE20240457,2024-10-31,P04,C03,1,70.19,70.08
SALE20240458,2024-08-18,P04,C02,12,67.40,827.69
SALE20240459,2024-04-05,P06,C05,13,30.10,354.70
SALE20240460,2024-05-06,P06,C01,3,29.39,85.11
SALE20240461,2024-11-20,P02,C06,13,50.43,657.48
SALE20240462,2024-01-03,P03,C04,12,71.06,934.42
